"","TransactionNumber","UserID","Age","Gender","Occupation","EducationLevel","MaritalStatus","NumDependents","Income","Expenditure","GiftsTransaction","TransactionDate","TransactionTime","TransactionAmount","MerchantID","TransactionType","TransactionLocation","DeviceType","Latitude","Longitude","EmailDomain","Terrorism","UserTenure","IsFraud"
"8612",2324,1889,43,"Male","Student","High School","Single",2,39563.77,19264.85,"£ 3193.51","2023-12-21","18/59/29",56.93,"M002","Purchase","Hobart","mob",-20.917574,142.702789,"jeffreymarsh@gmail.com","False",115,0
"8613",14726,1667,49,"Female","Professional","High School","Married",1,97174.18,72118.688,"1492.04 AUD","2023-06-12","09:18:34",51.756,"M006","Purchase","Perth","Mobile",-37.0201,144.9646,"hernandezjackie@gmail.com","False",12,0
"8614",10271,2130,43,"Female","Professional","High School","Single",3,74224.29,33252.35,"4498.16 GBP","2023-06-12","10:15:10",279.15,"M005","Purchase","Sydney","Mobile",-20.917574,142.702789,"rstewart@tempmail.com","False",18,0
"8615",5055,3006,29,"Male","Unemployed","Master","Divorced",3,68029.68,34307.51,"1824.62 GBP","2023-05-24","11:25:05 PM",2116.69,"M001","Purchase","Hobart","Tablet",-20.917574,142.702789,"amandaashley@yahoo.com","False",66,0
"8616",10800,3534,18,"Female","Professional","Bachelor","Divorced",1,142958.9,67151.56,"£ 13674.42","2023-12-27","20:44:05",90.13,"M005","Transfer","Adelaide","Tablet",-37.0201,144.9646,"tylermeza@gmail.com","True",119,0
"8617",17396,4079,53,"Female","Professional","Bachelor","Single",1,62803.12,38158.792,"AU$ 4173.27","2023-11-17","00:06:29",75.868,"M006","Purchase","Melbourne","Desktop",-20.917574,142.702789,"angelaherring@outlook.com","False",75,0
"8618",10482,2611,45,"Male","Student","Bachelor","Divorced",0,66419.1,33873.88,"1871.37 GBP","2023-07-23","01:20:09",11.74,"M002","Purchase","Darwin","smartphone",-20.917574,142.702789,"bowmancalvin@yahoo.com","False",86,1
"8619",1727,3071,37,"Male","Student","Bachelor","Married",1,83320.33,38052.76,"£ 4515.66","2023-04-24","14:57:18",23.02,"M003","Withdrawal","Hobart","Mobile",-37.0201,144.9646,"kylemartin@yahoo.com","False",102,1
"8620",610,619,-1,"Male","Professional","High School","Widowed",3,94216.58,43887.51,"5364.06 GBP","2023-12-18","04:42:22",213.85,"M008","Payment","Adelaide","Mobile",-25.042261,117.793221,"barbarathomas@outlook.com","False",37,1
"8621",4666,3145,24,"Male","Retired","High School","Married",3,62838.19,44930.03,"£ 2330.97","2023-12-28","13:41:24",262.12,"M003","Purchase","Melbourne","Desktop",-31.840233,145.612793,"crystal94@tempmail.com","False",59,0
"8622",14267,4116,24,"Male","Retired","Bachelor","Married",3,65290.94,39073.27,"£ 3170.24","2023-09-27","11:59:59 PM",160.33,"M001","Transfer","Sydney","Mobile",-31.840233,145.612793,"shannon30@securemail.com","True",47,0
"8623",5413,2824,-1,"Female","Student","Bachelor","Single",1,31839.79,11274.45,"661.01 GBP","2023-04-04","07:21:47",69.28,"M001","Withdrawal","Brisbane","Mobile",-25.042261,117.793221,"cdiaz@tempmail.com","False",48,1
"8624",8103,4470,27,"Male","Professional","Bachelor","Single",2,45421.94,29543.84,"5909.94 GBP","2023-03-06","17:54:46",287.41,"M001","Transfer","Melbourne","iphone 15",-37.0201,144.9646,"mary95@outlook.com","False",50,0
"8625",8174,3623,39,"Male","Student","Master","Widowed",2,99278.39,56081,"4278.65 GBP","2023-09-04","00:00:00",57.49,"M003","Purchase","Perth","smartphone",-37.0201,144.9646,"gordon28@outlook.com","False",118,1
"8626",8535,1002,31,"Male","Retired","Bachelor","Single",3,80365.59,61005.94,"£ 15589.34","2023-12-23","07:04:45 PM",380.89,"M001","Withdrawal","Darwin","Tablet",-37.0201,144.9646,"whiteheadlindsey@yahoo.com","True",93,1
"8627",17268,4752,40,"Male","Professional","High School","Married",1,89332.5,27443.336,"AU$ 1331.12","2023-12-24","15:45:08",15.868,"M001","Purchase","Sydney","Mobile",-30.000233,136.209152,"charlesgarrett@outlook.com","False",24,0
"8628",11349,1500,31,"Male","Unemployed","Master","Married",4,136528.79,58401.48,"9895.27 GBP","2023-01-23","16/36/03",104.66,"M003","Purchase","Canberra","Mobile",-31.840233,145.612793,"heidiallen@yahoo.com","False",100,0
"8629",3750,2272,47,"Male","Professional","Bachelor","Single",4,100943.48,61089.92,"£ 3593.04","2023-03-15","02:39:25",549.25,"M004","Purchase","Brisbane","Desktop",-31.840233,145.612793,"murphycarla@yahoo.com","False",34,1
"8630",12924,4644,-1,"Male","Student","Bachelor","Married",3,94962.8,50626.84,"£ 8052.75","2023-09-06","10:12:57",95.45,"M002","Transfer","Darwin","Desktop",-20.917574,142.702789,"fcamacho@gmail.com","False",78,0
"8631",12722,2375,38,"Male","Professional","PhD","Married",4,42407.18,22269.36,"£ 3226.1","2023-12-06","18/26/32",425.66,"M004","Purchase","Sydney","Mobile",-37.0201,144.9646,"hperkins@outlook.com","False",3,0
"8632",17844,1505,18,"Male","Professional","High School","Single",2,53051.95,31894.72,"8898.61 AUD","2023-12-27","20/59/50",56.384,"M002","Purchase","Sydney","Tablet",-31.840233,145.612793,"michaelwatkins@outlook.com","True",28,0
"8633",11407,563,-1,"Male","Student","High School","Single",0,79753.44,59426.85,"2991.32 GBP","2023-11-23","07:39:34",62.72,"M006","Purchase","Pth","Mobile",-31.840233,145.612793,"justinbenson@gmail.com","True",80,0
"8634",97,4202,40,"Female","Student","High School","Single",3,45755.8,19945.79,"£ 872.61","2023-11-15","07/24/38",514.53,"M006","Transfer","Sydney","Mobile",-35.473469,149.012375,"haley36@tempmail.com","True",23,0
"8635",6985,3767,21,"Male","Professional","PhD","Divorced",0,77885.72,54289.48,"£ 3132.1","2023-12-20","01/51/16",180.39,"M007","Purchase","Perth","Mobile",-37.0201,144.9646,"christensenchristina@gmail.com","False",40,1
"8636",3137,488,21,"Female","Unemployed","Bachelor","Single",4,65758.8,30900.87,"287.48 GBP","2023-02-20","15:22:48",374.14,"M002","Transfer","Canberra","Tablet",-31.840233,145.612793,"spham@yahoo.com","False",78,0
"8637",13368,3682,21,"Female","Professional","High School","Married",0,83846.36,58428.98,"6604.26 GBP","2023-02-08","23/59/59",17.92,"M004","Purchase","Hobart","Mobile",-20.917574,142.702789,"wclark@gmail.com","True",53,0
"8638",15471,2592,24,"Female","Professional","Master","Married",0,98805.67,32409.232,"20890.81 AUD","2023-12-18","19:53:22",531.892,"M001","Transfer","Darwin","Mobile",-25.042261,117.793221,"uwilcox@gmail.com","False",66,0
"8639",14357,3389,37,"Male","Student","High School","Married",3,86010.1,60857.02,"7311.33 GBP","2023-10-11","22/33/51",86.87,"M005","Purchase","perth","Desktop",-37.0201,144.9646,"eleach@outlook.com","False",20,0
"8640",1537,629,-1,"Female","Professional","High School","Married",3,36023.48,14880.47,"6576.94 GBP","2023-10-13","06:02:29 PM",121.37,"M005","Withdrawal","Darwin","Desktop",-37.0201,144.9646,"patrick89@gmail.com","False",76,1
"8641",11780,3135,49,"Male","Retired","Bachelor","Single",0,67178.78,21197.67,"3193.12 GBP","2023-12-29","09:47:05",285.47,"M007","Transfer","Melbourne","android",-31.840233,145.612793,"katie53@outlook.com","True",56,0
"8642",16110,1628,29,"Female","Student","Master","Single",2,73219.26,55067.584,"AU$ 10366.0","2023-11-28","01:07:37",356.56,"M004","Purchase","Hobart","Mobile",-37.0201,144.9646,"maria69@securemail.com","False",89,1
"8643",15177,2702,39,"Female","Student","High School","Single",2,35203.77,25372.832,"1447.14 AUD","2023-12-08","11:59:03 AM",10.864,"M002","Payment","Pth","Desktop",-20.917574,142.702789,"ahooper@outlook.com","False",45,0
"8644",3648,1197,32,"Female","Professional","Bachelor","Married",1,69663.53,28725.88,"£ 6762.74","2023-12-19","08:38:19 PM",787.31,"M007","Purchase","Hobart","Desktop",-19.491411,132.550964,"fjackson@gmail.com","False",10,0
"8645",10849,2408,45,"Female","Professional","Bachelor","Married",1,74346.92,32195.02,"£ 2525.86","2023-01-24","03:08:05",14.2,"M007","Purchase","Sydney","Desktop",-31.840233,145.612793,"julie89@gmail.com","True",12,1
"8646",16137,1286,43,"Female","Professional","High School","Married",1,94812.8,58370.2,"4506.8 AUD","2023-01-09","05:20:20",18.08,"M006","Purchase","Sydney","galaxys7",-37.0201,144.9646,"william27@outlook.com","True",66,1
"8647",1517,204,49,"Female","Retired","High School","Single",2,77819.83,37484.44,"6561.0 GBP","2023-12-10","13:14:24",21.65,"M004","Purchase","Brisbane","Mobile",-20.917574,142.702789,"lpowell@tempmail.com","False",63,0
"8648",13253,131,55,"Female","Retired","Bachelor","Single",1,39426.32,29236.33,"£ 1106.16","2023-12-30","04:49:19",93.23,"M008","Purchase","Brisbane","Desktop",-37.0201,144.9646,"johnmcbride@gmail.com","False",40,1
"8649",1633,3300,34,"Female","Professional","High School","Married",0,54525.87,37386.49,"2574.91 GBP","2023-03-24","01:43:08",779.09,"M005","Purchase","Canberra","Desktop",-37.0201,144.9646,"marcusdickson@tempmail.com","False",3,1
"8650",4624,4877,38,"Male","Professional","Master","Single",0,55394.71,33527.9,"£ 740.03","2023-07-21","01:20:21",16.98,"M001","Purchase","Canberra","Mobile",-31.840233,145.612793,"angeladixon@gmail.com","False",17,1
"8651",12464,4862,40,"Male","Unemployed","Master","Married",4,38134.48,14514.42,"1380.97 GBP","2023-12-30","22:11:14",452.31,"M001","Transfer","Adelaide","Desktop",-37.0201,144.9646,"lisasellers@yahoo.com","True",5,0
"8652",11861,1843,31,"Female","Professional","High School","Married",3,43122.82,29644,"£ 398.8","2023-05-23","17:19:00",77.19,"M006","Transfer","Brisbane","Mobile",-37.0201,144.9646,"emaynard@yahoo.com","True",11,0
"8653",6566,623,36,"Female","Professional","Master","Single",4,69521.23,52876.2,"2627.54 GBP","2023-03-09","08:50:48",208.7,"M001","Purchase","Sydney","Mobile",-20.917574,142.702789,"jessica16@gmail.com","False",97,0
"8654",18052,4653,48,"Male","Student","Bachelor","Married",4,30746.35,23219.348,"1895.85 AUD","2023-12-28","16:19:33",390.932,"M006","Purchase","Perth","mob",-25.042261,117.793221,"sarah38@gmail.com","False",7,0
"8655",2090,4227,-1,"Male","Retired","High School","Single",2,104694.74,59058.77,"£ 3673.6","2023-03-15","22:43:46",689.85,"M001","Purchase","Adelaide","Desktop",-20.917574,142.702789,"donaldunderwood@yahoo.com","False",91,0
"8656",7097,1149,49,"Male","Professional","Bachelor","Married",0,73769.58,25919.51,"5881.59 GBP","2023-08-23","06:05:08",55.72,"M007","Purchase","Hobart","Desktop",-20.917574,142.702789,"petersonkaren@gmail.com","False",110,0
"8657",6171,53,27,"Female","Professional","High School","Married",4,29308.62,9910.97,"£ 1466.48","2023-12-18","22:00:44",233.93,"M008","Transfer","Darwin","Desktop",-31.840233,145.612793,"zlawson@gmail.com","True",25,0
"8658",7521,4345,42,"Male","Professional","Bachelor","Married",3,135697.62,41819.36,"£ 12351.84","2023-08-10","15:03:13",104.88,"M002","Withdrawal","Hobart","Mobile",-31.840233,145.612793,"vcruz@gmail.com","True",38,1
"8659",572,4527,-1,"Male","Professional","Master","Single",2,62102.95,46725.03,"£ 2699.38","2023-04-19","15:15:47",10.39,"M002","Purchase","Adelaide","Tablet",-31.840233,145.612793,"pnelson@gmail.com","False",26,0
"8660",15932,3431,29,"Male","Student","High School","Married",2,51339.89,26390.764,"16263.51 AUD","2023-09-08","18:37:59",121.104,"M006","Payment","Adelaide","Mobile",-31.840233,145.612793,"fisherryan@outlook.com","True",39,0
"8661",9879,3403,41,"Female","Professional","High School","Single",0,37026.32,17138.07,"£ 980.04","2023-03-14","18:45:07",429.36,"M001","Withdrawal","Hobart","iphone 15",-25.042261,117.793221,"knoxjennifer@yahoo.com","False",7,1
"8662",17076,1946,25,"Female","Professional","High School","Single",4,45304.24,15468.048,"2999.27 AUD","2023-11-17","19/17/19",127.884,"M004","Transfer","Brisbane","smartphone",-20.917574,142.702789,"plynn@gmail.com","False",112,0
"8663",17456,4955,31,"Male","Professional","High School","Married",3,146593.14,62154.044,"AU$ 868.0","2023-12-21","14:03:58",42.856,"M006","Purchase","Melbourne","Mobile",-20.917574,142.702789,"judy58@yahoo.com","False",25,0
"8664",3062,2947,39,"Male","Student","PhD","Married",1,116695.19,76647.31,"£ 5005.13","2023-10-09","09:01:51",138.78,"M008","Purchase","Brisbane","mob",-31.840233,145.612793,"burnsamy@outlook.com","False",47,0
"8665",597,3782,48,"Female","Student","High School","Married",3,39123.2,16347.6,"£ 84.38","2023-12-11","07:16:38",258.31,"M002","Transfer","Sydney","Mobile",-37.0201,144.9646,"douglasirwin@tempmail.com","False",23,0
"8666",14662,1593,23,"Male","Student","High School","Married",0,39367.57,20106.612,"2168.09 AUD","2023-03-22","03:49:30 PM",50.476,"M006","Withdrawal","Perth","Desktop",-37.0201,144.9646,"christina17@yahoo.com","False",51,1
"8667",15352,3855,37,"Female","Unemployed","Master","Married",3,52705.01,24765.532,"4693.59 AUD","2023-12-12","23:48:51",193.192,"M005","Purchase","Sydney","Desktop",-35.473469,149.012375,"lewisjenna@gmail.com","True",83,0
"8668",6633,517,27,"Female","Professional","Bachelor","Married",1,84965.02,35832.8,"2984.54 GBP","2023-12-29","18/43/35",237.22,"M006","Purchase","Darwin","Desktop",-20.917574,142.702789,"robert87@gmail.com","True",19,0
"8669",9086,1736,22,"Male","Professional","High School","Married",3,43736.01,32835.02,"142.3 GBP","2023-07-28","00:29:15",11.42,"M008","Purchase","Melbourne","Tablet",-25.042261,117.793221,"steelejacob@tempmail.com","False",26,0
"8670",7875,3404,53,"Male","Student","Bachelor","Single",3,140850.66,52514.86,"12092.89 GBP","2023-12-17","06:02:45",31.41,"M008","Purchase","Sydney","galaxys7",-31.840233,145.612793,"ryangriffin@gmail.com","True",79,0
"8671",12916,3283,26,"Male","Professional","Bachelor","Single",3,107171.06,84044.1,"7911.86 GBP","2023-12-23","11:00:26",1084.75,"M001","Purchase","Melbourne","Desktop",-37.0201,144.9646,"toddjohnson@gmail.com","True",87,0
"8672",7345,4706,-1,"Female","Professional","Bachelor","Married",2,130402.85,66360.39,"£ 3956.59","2023-11-06","14/40/58",211.86,"M008","Purchase","Perth","Desktop",-37.0201,144.9646,"millerkimberly@yahoo.com","False",81,0
"8673",6304,2941,38,"Female","Retired","Bachelor","Married",2,86135.7,58642.77,"£ 4680.53","2023-11-11","23:59:59",224.92,"M006","Transfer","Sydney","Mobile",-31.840233,145.612793,"davenportroberto@outlook.com","False",49,0
"8674",8616,3750,32,"Female","Professional","Bachelor","Single",2,71571.42,50703.08,"£ 3381.14","2023-02-15","01:14:29",161.59,"M007","Purchase","Melbourne","Mobile",-25.042261,117.793221,"jonesdavid@gmail.com","False",53,0
"8675",17796,3216,35,"Female","Retired","Master","Single",3,131696.07,78436.572,"983.82 AUD","2023-12-19","17:50:08",190.58,"M006","Purchase","Perth","smartphone",-20.917574,142.702789,"malik35@yahoo.com","True",89,0
"8676",16561,3565,37,"Other","Student","High School","Single",3,79230.33,28713.664,"3349.17 AUD","2023-10-24","14:18:22",100.9,"M005","Purchase","Sydney","Tablet",-37.0201,144.9646,"kathrynball@outlook.com","True",108,0
"8677",12671,3953,-1,"Male","Unemployed","Bachelor","Single",4,52809.53,36957.52,"2155.1 GBP","2023-05-26","04:32:32",833.75,"M006","Purchase","Adelaide","Desktop",-30.000233,136.209152,"nweaver@gmail.com","False",51,1
"8678",13140,4359,42,"Female","Student","High School","Married",3,90146.27,64201.96,"£ 14551.28","2023-01-21","23:59:59",105.97,"M006","Payment","Sydney","Desktop",-20.917574,142.702789,"matthewschristopher@tempmail.com","False",37,0
"8679",5976,2290,42,"Male","Unemployed","High School","Married",2,37704.2,13111.78,"£ 1977.16","2023-11-14","23:59:59",20921.29,"M002","Payment","Hobart","Mobile",-37.0201,144.9646,"rogersjohnny@tempmail.com","False",74,1
"8680",8562,2098,27,"Male","Student","High School","Married",4,60676,32788.77,"£ 2532.84","2023-11-03","23:59:59",359.91,"M001","Transfer","Perth","Mobile",-20.917574,142.702789,"jcunningham@gmail.com","False",107,0
"8681",1938,102,22,"Other","Professional","Master","Married",4,63218.15,46881.79,"£ 2839.33","2023-04-18","12/12/00",215.47,"M006","Purchase","Adelaide","Mobile",-31.840233,145.612793,"jennifer51@gmail.com","True",44,0
"8682",10544,4912,34,"Female","Unemployed","Bachelor","Divorced",1,29252.35,16495.61,"£ 1145.66","2023-10-24","19:40:07",133.15,"M002","Transfer","Adelaide","Desktop",-37.0201,144.9646,"saraallen@gmail.com","True",101,0
"8683",15319,1959,27,"Female","Professional","High School","Married",2,68744.75,43340.352,"AU$ 9725.14","2023-12-28","09/26/33",70.64,"M006","Purchase","Canberra","Mobile",-37.0201,144.9646,"misty86@gmail.com","True",92,0
"8684",8100,1310,29,"Male","Professional","High School","Married",0,67641.3,39211.64,"658.85 GBP","2023-03-04","07:55:55",2276.01,"M003","Purchase","Canberra","Mobile",-25.042261,117.793221,"landrymark@gmail.com","False",84,0
"8685",1753,4915,44,"Male","Student","Bachelor","Married",1,162197.09,65998.23,"£ 15672.81","2023-08-27","08:26:03",211.48,"M003","Withdrawal","Canberra","galaxys7",-31.840233,145.612793,"oliviasmith@gmail.com","False",87,1
"8686",3670,1279,27,"Female","Retired","High School","Single",1,32455.36,15073.47,"2612.17 GBP","2023-09-26","15/01/29",113.41,"M008","Withdrawal","Sydney","smartphone",-41.640079,146.315918,"cassandraweiss@outlook.com","False",42,1
"8687",15490,3292,51,"Male","Unemployed","High School","Single",1,30744.29,23438.5,"5262.99 AUD","2023-07-27","08:20:12",49.512,"M008","Purchase","Brisbane","Mobile",-37.0201,144.9646,"kathleen74@yahoo.com","False",84,0
"8688",11844,1500,31,"Male","Unemployed","Master","Married",4,136528.79,58401.48,"£ 9895.27","2023-03-01","19:16:37",134.55,"M004","Purchase","Darwin","galaxys7",-31.840233,145.612793,"heidiallen@yahoo.com","False",100,0
"8689",13393,3174,37,"Male","Professional","High School","Single",3,32306.54,15118.38,"2754.51 GBP","2023-04-21","20:33:28",2419.62,"M004","Purchase","Melbourne","Mobile",-20.917574,142.702789,"williamwhite@gmail.com","False",21,0
"8690",6164,2223,34,"Male","Professional","Bachelor","Married",2,78448.88,43414.19,"£ 439.55","2023-12-07","09:05:14",213.33,"M003","Purchase","Adelaide","iphone 15",-37.0201,144.9646,"robert96@yahoo.com","True",39,0
"8691",2361,448,-1,"Male","Student","Bachelor","Married",1,158809.97,68322.28,"4533.55 GBP","2023-03-11","06:40:32 PM",305.04,"M003","Transfer","Sydney","Mobile",-20.917574,142.702789,"david79@gmail.com","True",54,0
"8692",4260,1780,40,"Female","Professional","High School","Single",1,70022.35,26940.8,"2662.69 GBP","2023-12-04","13/16/07",179.9,"M008","Purchase","Darwin","Desktop",-31.840233,145.612793,"njohnson@yahoo.com","False",83,0
"8693",5432,2841,-1,"Female","Professional","High School","Widowed",0,126253.28,64622.41,"£ 4752.74","2023-11-14","14:57:46",225.71,"M008","Purchase","Adelaide","galaxys7",-20.917574,142.702789,"greeralyssa@yahoo.com","False",57,0
"8694",6285,1174,36,"Male","Student","Bachelor","Divorced",4,130796.41,102531.54,"5362.1 GBP","2023-12-22","12:06:38",373.87,"M001","Withdrawal","Perth","galaxys7",-37.0201,144.9646,"danielle71@outlook.com","False",43,1
